Subject,Age_Month,Stimuli,Types,Correct,Repeated,Group,VMA,Raven,Sex
Subject 86 Typically developing children,120,26,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,30,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,34,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,38,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,3,Lexical,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,7,Lexical,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,11,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,19,Lexical,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,23,Lexical,FAUX,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,27,Lexical,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,31,Lexical,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,35,Factive,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,39,Lexical,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,4,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,8,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,12,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,16,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,20,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,24,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,28,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,36,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 86 Typically developing children,120,40,Structural,VRAI,0,Typically developing children,104-115,110,M
Subject 87 Typically developing children,110,1,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,5,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,9,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,13,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,17,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,21,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,25,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,29,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,33,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,37,Existential,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,2,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,6,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,10,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,14,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,18,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,22,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,26,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,30,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,34,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,38,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,3,Lexical,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,7,Lexical,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,11,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,19,Lexical,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,23,Lexical,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,27,Lexical,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,31,Lexical,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,35,Factive,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,39,Lexical,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,4,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,8,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,12,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,16,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,20,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,24,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,28,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,36,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 87 Typically developing children,110,40,Structural,VRAI,0,Typically developing children,128-144,135,F
Subject 88 Typically developing children,112,1,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,5,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,9,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,13,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,17,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,21,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,25,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,29,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,33,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,37,Existential,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,2,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,6,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,10,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,14,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,18,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,22,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,26,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,30,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,34,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,38,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,3,Lexical,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,7,Lexical,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,11,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,19,Lexical,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,23,Lexical,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,27,Lexical,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,31,Lexical,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,35,Factive,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,39,Lexical,VRAI,0,Typically developing children,128-144,128,M
Subject 88 Typically developing children,112,4,Structural,VRAI,0,Typically developing children,128-144,128,M
